"","_vname_","_label_","_x_","_yhat_","_ids_","method","Model"
"1","ADI","workflow",0.0101952319964767,0.625306561654512,0,"ALE","GLMNET"
"2","ADI","workflow",0.0183191598951817,0.604582446838466,0,"ALE","GLMNET"
"3","ADI","workflow",0.0206270810961723,0.598590988921965,0,"ALE","GLMNET"
"4","ADI","workflow",0.0224322683364153,0.593872276715373,0,"ALE","GLMNET"
"5","ADI","workflow",0.0239640662074089,0.58984656232744,0,"ALE","GLMNET"
"6","ADI","workflow",0.0255733922123909,0.585596046919019,0,"ALE","GLMNET"
"7","ADI","workflow",0.0268051236867905,0.582329099206195,0,"ALE","GLMNET"
"8","ADI","workflow",0.028169539924711,0.57869634886451,0,"ALE","GLMNET"
"9","ADI","workflow",0.0292175084352493,0.575896828897242,0,"ALE","GLMNET"
"10","ADI","workflow",0.0298434971645474,0.574220896391083,0,"ALE","GLMNET"
"11","ADI","workflow",0.0306972971186042,0.571930397133134,0,"ALE","GLMNET"
"12","ADI","workflow",0.0316528962925076,0.569360675146431,0,"ALE","GLMNET"
"13","ADI","workflow",0.0326379396021366,0.566705233130864,0,"ALE","GLMNET"
"14","ADI","workflow",0.0337122757360339,0.563801702320377,0,"ALE","GLMNET"
"15","ADI","workflow",0.034463913589716,0.561766033892115,0,"ALE","GLMNET"
"16","ADI","workflow",0.0353274615481496,0.559422875659052,0,"ALE","GLMNET"
"17","ADI","workflow",0.0360704164206982,0.557403362160125,0,"ALE","GLMNET"
"18","ADI","workflow",0.0368637915328145,0.555243181051558,0,"ALE","GLMNET"
"19","ADI","workflow",0.0375480266660452,0.553377301918926,0,"ALE","GLMNET"
"20","ADI","workflow",0.0382438435405493,0.551477158262696,0,"ALE","GLMNET"
"21","ADI","workflow",0.0389508962631226,0.549543638719379,0,"ALE","GLMNET"
"22","ADI","workflow",0.0396182170137763,0.547716367614582,0,"ALE","GLMNET"
"23","ADI","workflow",0.0402964725345373,0.545856817913958,0,"ALE","GLMNET"
"24","ADI","workflow",0.0410492013394833,0.543790395112819,0,"ALE","GLMNET"
"25","ADI","workflow",0.0416841910779476,0.542045113083154,0,"ALE","GLMNET"
"26","ADI","workflow",0.0422399584203959,0.54051605526279,0,"ALE","GLMNET"
"27","ADI","workflow",0.0430421510338783,0.53830649425263,0,"ALE","GLMNET"
"28","ADI","workflow",0.043616737909615,0.536722183661111,0,"ALE","GLMNET"
"29","ADI","workflow",0.04430344581604,0.534826883374812,0,"ALE","GLMNET"
"30","ADI","workflow",0.045064998678863,0.532722777415988,0,"ALE","GLMNET"
"31","ADI","workflow",0.0456123031675816,0.531209278076083,0,"ALE","GLMNET"
"32","ADI","workflow",0.0462831170111895,0.529352691101468,0,"ALE","GLMNET"
"33","ADI","workflow",0.0469405725598335,0.52753152842776,0,"ALE","GLMNET"
"34","ADI","workflow",0.047524536922574,0.525912719277645,0,"ALE","GLMNET"
"35","ADI","workflow",0.0481274907290936,0.524240105230437,0,"ALE","GLMNET"
"36","ADI","workflow",0.0487481210380793,0.522517277586936,0,"ALE","GLMNET"
"37","ADI","workflow",0.0492964321374893,0.520994267046511,0,"ALE","GLMNET"
"38","ADI","workflow",0.0498532262444496,0.51944682862747,0,"ALE","GLMNET"
"39","ADI","workflow",0.0505457504838705,0.517521000762727,0,"ALE","GLMNET"
"40","ADI","workflow",0.0511574737727642,0.515818882753482,0,"ALE","GLMNET"
"41","ADI","workflow",0.0518300600349903,0.513946398057469,0,"ALE","GLMNET"
"42","ADI","workflow",0.0524763036891818,0.51214632871647,0,"ALE","GLMNET"
"43","ADI","workflow",0.0530915208160877,0.510431905152674,0,"ALE","GLMNET"
"44","ADI","workflow",0.0537697181850672,0.508541161285368,0,"ALE","GLMNET"
"45","ADI","workflow",0.0544422626495361,0.506665417286381,0,"ALE","GLMNET"
"46","ADI","workflow",0.055261393263936,0.504379922835575,0,"ALE","GLMNET"
"47","ADI","workflow",0.0559946487098932,0.502333301080765,0,"ALE","GLMNET"
"48","ADI","workflow",0.0567407598719001,0.500250192655784,0,"ALE","GLMNET"
"49","ADI","workflow",0.0573828306794167,0.498457155416298,0,"ALE","GLMNET"
"50","ADI","workflow",0.0578607916459441,0.497122207563944,0,"ALE","GLMNET"
"51","ADI","workflow",0.0584755539894104,0.495404971859203,0,"ALE","GLMNET"
"52","ADI","workflow",0.0592740125209093,0.493174373241614,0,"ALE","GLMNET"
"53","ADI","workflow",0.0600162687897682,0.491100644104387,0,"ALE","GLMNET"
"54","ADI","workflow",0.0608131373673678,0.488874321317331,0,"ALE","GLMNET"
